,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,keywords
434,Crysis 2,PS3,2011.0,Action,Electronic Arts,0.46,0.56,0.06,0.21,1.29,85.0,54.0,7.2,406.0,Crytek,M,"Crysis 2,Crysis"
435,Dying Light,Xbox One,2015.0,Action,Warner Bros. Interactive Entertainment,0.86,0.3,0.01,0.12,1.29,74.0,26.0,7.8,387.0,Techland,M,Dying Light
436,Fallout 4,Windows,2015.0,Role-Playing,Bethesda Softworks,0.51,0.67,0.0,0.1,1.29,84.0,38.0,5.4,7512.0,Bethesda Game Studios,M,"Fallout 4,Fallout"
437,Sonic Colors,DS,2010.0,Platform,Sega,0.69,0.47,0.01,0.12,1.29,79.0,26.0,7.9,66.0,Dimps Corporation,E,"Sonic,Sonic Colors"
438,Assassin's Creed: Rogue,PS3,2014.0,Action,Ubisoft,0.46,0.56,0.06,0.2,1.29,72.0,53.0,7.5,292.0,Ubisoft Sofia,M,"Assassin's Creed,Rogue,Assassin's Creed: Rogue"
439,The Elder Scrolls Online,Xbox One,2015.0,Role-Playing,Bethesda Softworks,0.78,0.38,0.0,0.12,1.28,77.0,11.0,8.4,613.0,ZeniMax Media,M,"Elder Scrolls,The Elder Scrolls Online"
440,The LEGO Movie Videogame,Xbox 360,2014.0,Action,Warner Bros. Interactive Entertainment,0.69,0.47,0.0,0.11,1.27,69.0,8.0,7.2,26.0,TT Games,E10+,The LEGO Movie Videogame
441,Dark Souls II,PS3,2014.0,Role-Playing,Namco Bandai Games,0.4,0.33,0.4,0.15,1.27,91.0,69.0,8.1,1107.0,From Software,T,"Dark Souls II,Dark Souls"
442,Kid Icarus: Uprising,3DS,2012.0,Action,Nintendo,0.48,0.35,0.36,0.07,1.27,83.0,75.0,8.7,487.0,"Opus, Project Sora",E10+,"Uprising,Kid Icarus: Uprising,Kid Icarus"
443,Pokemon Mystery Dungeon: Gates to Infinity,3DS,2012.0,Role-Playing,Nintendo,0.44,0.29,0.47,0.07,1.27,59.0,46.0,6.3,134.0,"Nintendo, Spike Chunsoft",E,"Gates to Infinity,Pokemon Mystery Dungeon: Gates to Infinity,Pokemon,Pokemon Mystery Dungeon"
444,Metal Gear Solid V: Ground Zeroes,PS4,2014.0,Action,Konami Digital Entertainment,0.45,0.47,0.17,0.18,1.27,75.0,70.0,6.2,1311.0,Kojima Productions,M,"Metal Gear Solid V: Ground Zeroes,Metal Gear Solid V,MGS,Ground Zeroes"
445,WWE '12,Xbox 360,2011.0,Fighting,THQ,0.74,0.4,0.0,0.12,1.27,71.0,52.0,6.3,89.0,Yuke's,T,"WWE '12,WWE"
446,WWE '13,Xbox 360,2012.0,Action,THQ,0.72,0.44,0.0,0.11,1.27,78.0,46.0,8,110.0,"THQ, Yuke's",T,"WWE '13,WWE"
447,Final Fantasy X / X-2 HD Remaster,PS3,2013.0,Role-Playing,Square Enix,0.43,0.36,0.32,0.16,1.27,85.0,50.0,8.5,332.0,Virtuos,T,"Final Fantasy X / X-2 HD Remaster,Final Fantasy"
448,Need for Speed Rivals,PS3,2013.0,Racing,Electronic Arts,0.33,0.69,0.05,0.19,1.27,80.0,6.0,4.9,123.0,Ghost Games,E10+,Need for Speed Rivals
449,EA Sports Active 2,Wii,2010.0,Sports,Electronic Arts,0.76,0.39,0.0,0.11,1.26,79.0,8.0,8.1,22.0,EA Canada,E,"EA Sports Active 2,EA Sports Active"
450,Saints Row IV,PS3,2013.0,Action,Deep Silver,0.56,0.41,0.09,0.19,1.25,76.0,26.0,6.3,278.0,Volition Inc.,M,"Saints Row IV,Saints Row"
451,Watch Dogs,Xbox 360,2014.0,Action,Ubisoft,0.72,0.41,0.01,0.11,1.25,,,5,332.0,Ubisoft Montreal,M,Watch Dogs
452,LittleBigPlanet PS Vita,Vita,2012.0,Platform,Sony Computer Entertainment,0.35,0.61,0.02,0.27,1.25,88.0,71.0,8.6,348.0,"Tarsier Studios, Double Eleven",E,LittleBigPlanet PS Vita
453,Pokemon Super Mystery Dungeon,3DS,2015.0,Role-Playing,Nintendo,0.48,0.35,0.34,0.08,1.25,69.0,44.0,8.8,190.0,"Spike Chunsoft Co. Ltd., Spike Chunsoft",E,"Pokemon Super Mystery Dungeon,Pokemon"
454,FIFA Street,PS3,2012.0,Sports,Electronic Arts,0.12,0.89,0.0,0.23,1.23,76.0,36.0,6.4,66.0,EA Sports,E,FIFA Street
455,Madden NFL 17,Xbox One,2016.0,Sports,Electronic Arts,1.08,0.02,0.0,0.13,1.23,83.0,30.0,5.9,39.0,EA Sports,E,"Madden,Madden NFL,Madden NFL 17"
456,Cars 2,DS,2011.0,Racing,Disney Interactive Studios,0.68,0.4,0.04,0.11,1.23,,,,,,,"Cars,Cars 2"
457,Kingdom Hearts II,PS3,2014.0,Role-Playing,Square Enix,0.52,0.35,0.18,0.18,1.23,,,,,,,"KH,Kingdom Hearts,Kingdom Hearts II"
458,LEGO The Lord of the Rings,Xbox 360,2012.0,Action,Warner Bros. Interactive Entertainment,0.64,0.49,0.0,0.11,1.23,80.0,49.0,8.5,73.0,TT Games,E10+,LEGO The Lord of the Rings
459,Hyrule Warriors,Wii U,2014.0,Action,Nintendo,0.58,0.42,0.13,0.1,1.23,76.0,81.0,8.3,662.0,Omega Force,T,Hyrule Warriors
460,2010 FIFA World Cup South Africa,PS3,2010.0,Sports,Electronic Arts,0.3,0.64,0.07,0.22,1.23,82.0,56.0,7.8,57.0,EA Canada,E,2010 FIFA World Cup South Africa
461,Tales of Xillia,PS3,2011.0,Role-Playing,Namco Bandai Games,0.29,0.18,0.67,0.09,1.22,78.0,65.0,8.2,468.0,Bandai Namco Games,T,"Tales of Xillia,Tales of"
462,Super Street Fighter IV: 3D Edition,3DS,2011.0,Fighting,Capcom,0.55,0.44,0.14,0.09,1.21,85.0,69.0,8.1,206.0,Capcom,T,"3D Edition,SFV,Super Street Fighter IV,Street Fighter,Super Street Fighter IV: 3D Edition"
463,WWE 2K16,PS4,2015.0,Sports,Take-Two Interactive,0.41,0.6,0.0,0.2,1.21,73.0,47.0,7.4,237.0,Yuke's,T,"WWE,WWE 2K16"
464,Naruto Shippuden: Ultimate Ninja Storm 2,PS3,2010.0,Fighting,Namco Bandai Games,0.42,0.46,0.15,0.18,1.21,76.0,34.0,8.3,130.0,CyberConnect2,T,"Naruto Shippuden: Ultimate Ninja Storm 2,Naruto Shippuden,Naruto Shippuden: Ultimate Ninja Storm,Ultimate Ninja Storm 2,Naruto"
465,Battlefield: Hardline,Xbox One,2015.0,Shooter,Electronic Arts,0.72,0.37,0.01,0.11,1.21,71.0,27.0,5.1,299.0,Visceral Games,M,"Battlefield,Battlefield: Hardline,Hardline"
466,F1 2011,PS3,2011.0,Racing,Codemasters,0.12,0.74,0.11,0.24,1.2,82.0,36.0,7.1,55.0,Codemasters,E,"F1 2011,F1"
467,Farming Simulator 2015,Windows,2014.0,Simulation,Focus Home Interactive,0.08,1.04,0.0,0.07,1.2,,,,,,,"Farming Simulator,Farming Simulator 2015"
468,FIFA Soccer 11,PSP,2010.0,Sports,Electronic Arts,0.13,0.69,0.01,0.36,1.2,68.0,6.0,5.4,9.0,EA Sports,E,"FIFA Soccer,FIFA Soccer 11"
469,LEGO Batman 2: DC Super Heroes,PS3,2012.0,Action,Warner Bros. Interactive Entertainment,0.5,0.5,0.0,0.19,1.19,81.0,28.0,7.5,81.0,Traveller's Tales,E10+,"Batman,DC Super Heroes,LEGO Batman 2: DC Super Heroes,LEGO Batman 2"
470,Captain Toad: Treasure Tracker,Wii U,2014.0,Puzzle,Nintendo,0.53,0.38,0.19,0.09,1.19,81.0,78.0,8.6,377.0,Nintendo EAD Tokyo,E,"Captain Toad: Treasure Tracker,Captain Toad,Treasure Tracker"
471,Destiny: The Taken King,Xbox One,2015.0,Shooter,Activision,0.85,0.23,0.0,0.12,1.19,89.0,11.0,5.2,393.0,"Bungie Software, Bungie",T,"Destiny: The Taken King,Destiny,The Taken King"
472,Mario & Sonic at the London 2012 Olympic Games,3DS,2012.0,Sports,Sega,0.18,0.64,0.27,0.09,1.18,,,,,,,"Sonic,Mario,Mario & Sonic at the London 2012 Olympic Games"
473,Injustice: Gods Among Us,PS3,2013.0,Fighting,Warner Bros. Interactive Entertainment,0.48,0.5,0.01,0.2,1.18,78.0,37.0,7.9,282.0,NetherRealm Studios,T,"Injustice,Gods Among Us,Injustice: Gods Among Us"
474,Just Dance 4,Xbox 360,2012.0,Misc,Ubisoft,0.9,0.19,0.0,0.09,1.18,77.0,23.0,7.7,36.0,Ubisoft,E10+,"Just Dance 4,Just Dance"
475,One Piece: Pirate Warriors,PS3,2012.0,Action,Namco Bandai Games,0.01,0.23,0.86,0.08,1.18,64.0,33.0,6.5,55.0,"Omega Force, Tecmo Koei Games",T,"Pirate Warriors,One Piece,One Piece: Pirate Warriors"
476,Resident Evil: Operation Raccoon City,PS3,2012.0,Action,Capcom,0.48,0.24,0.36,0.1,1.17,52.0,36.0,4.9,222.0,Slant Six,M,"Operation Raccoon City,Resident Evil: Operation Raccoon City,Resident Evil"
477,WWE '12,PS3,2011.0,Fighting,THQ,0.53,0.45,0.02,0.17,1.17,72.0,28.0,6.9,80.0,Yuke's,T,"WWE '12,WWE"
478,Mad Max (2015),PS4,2015.0,Action,Warner Bros. Interactive Entertainment,0.36,0.59,0.04,0.18,1.17,,,,,,,"Mad Max (2015),Mad Max"
479,Grand Theft Auto V,Windows,2015.0,Action,Take-Two Interactive,0.39,0.69,0.0,0.09,1.17,96.0,57.0,7.9,3756.0,Rockstar North,M,"Grand Theft Auto,Grand Theft Auto V,GTA"
480,Fallout: New Vegas,Windows,2010.0,Role-Playing,Bethesda Softworks,0.59,0.45,0.0,0.14,1.17,84.0,39.0,8.6,2754.0,Obsidian Entertainment,M,"New Vegas,Fallout,Fallout: New Vegas"
481,LEGO Star Wars III: The Clone Wars,PS3,2011.0,Action,LucasArts,0.52,0.46,0.0,0.19,1.16,76.0,36.0,7.3,34.0,Traveller's Tales,E10+,"The Clone Wars,LEGO Star Wars III: The Clone Wars,LEGO Star Wars III,Star Wars"
482,Your Shape: Fitness Evolved 2012,Xbox 360,2011.0,Sports,Ubisoft,0.7,0.36,0.0,0.1,1.16,77.0,13.0,7.6,21.0,Ubisoft,E,"Your Shape: Fitness Evolved 2012,Your Shape,Your Shape: Fitness Evolved,Fitness Evolved 2012"
483,FIFA 14,Xbox One,2013.0,Sports,Electronic Arts,0.41,0.66,0.0,0.09,1.16,88.0,22.0,5.8,328.0,EA Canada,E,"FIFA,FIFA 14"
484,Sniper: Ghost Warrior,Xbox 360,2010.0,Shooter,City Interactive,0.54,0.5,0.0,0.12,1.16,45.0,39.0,5.8,89.0,City Interactive,M,"Ghost Warrior,Sniper: Ghost Warrior,Sniper"
485,Medal of Honor: Warfighter,Xbox 360,2012.0,Action,Electronic Arts,0.59,0.45,0.01,0.1,1.15,53.0,43.0,5.4,437.0,Danger Close,M,"Warfighter,Medal of Honor,Medal of Honor: Warfighter"
486,WWE 2K15,PS4,2014.0,Sports,Take-Two Interactive,0.39,0.57,0.0,0.19,1.15,62.0,44.0,5.1,164.0,Yuke's,T,"WWE 2K15,WWE"
487,WWE 2K14,PS3,2013.0,Sports,Take-Two Interactive,0.49,0.46,0.0,0.19,1.14,74.0,22.0,7.5,121.0,Yuke's,T,"WWE 2K14,WWE"
488,Pokemon Rumble Blast,3DS,2011.0,Action,Nintendo,0.47,0.26,0.35,0.07,1.14,56.0,36.0,7.1,50.0,Ambrella,E10+,"Pokemon,Pokemon Rumble Blast"
489,Red Dead Redemption: Undead Nightmare,PS3,2010.0,Action,Take-Two Interactive,0.45,0.45,0.06,0.18,1.14,,,7.4,17.0,Rockstar San Diego,M,"Red Dead Redemption: Undead Nightmare,Red Dead Redemption,Red Dead,Undead Nightmare"
490,Ratchet & Clank: All 4 One,PS3,2011.0,Platform,Sony Computer Entertainment,0.75,0.21,0.05,0.12,1.14,,,,,,,"Ratchet & Clank: All 4,Ratchet & Clank,All 4 One,Ratchet & Clank: All 4 One"
491,Sunset Overdrive,Xbox One,2014.0,Shooter,Microsoft Game Studios,0.63,0.4,0.0,0.1,1.14,81.0,89.0,7.7,1137.0,Insomniac Games,M,Sunset Overdrive
492,Naruto Shippuden: Ultimate Ninja Storm 4,PS4,2016.0,Fighting,Namco Bandai Games,0.41,0.45,0.11,0.17,1.14,79.0,60.0,8.2,201.0,CyberConnect2,T,"Naruto Shippuden,Ultimate Ninja Storm 4,Naruto Shippuden: Ultimate Ninja Storm,Naruto Shippuden: Ultimate Ninja Storm 4,Naruto"
493,Watch Dogs 2,PS4,2016.0,Action,Ubisoft,0.37,0.58,0.0,0.18,1.13,83.0,88.0,7.8,621.0,Ubisoft Montreal,M,"Watch Dogs,Watch Dogs 2"
494,LEGO Star Wars III: The Clone Wars,3DS,2011.0,Action,LucasArts,0.61,0.43,0.0,0.09,1.13,67.0,25.0,6.1,31.0,Traveller's Tales,E10+,"The Clone Wars,LEGO Star Wars III: The Clone Wars,LEGO Star Wars III,Star Wars"
495,Alien: Isolation,PS4,2014.0,Shooter,Sega,0.34,0.57,0.04,0.17,1.13,79.0,50.0,8.1,795.0,Creative Assembly,M,"Alien: Isolation,Alien,Isolation"
496,Fantasy Life,3DS,2012.0,Role-Playing,Nintendo,0.33,0.37,0.37,0.06,1.13,73.0,51.0,8.6,209.0,"Level 5, Brownie Brown",E10+,Fantasy Life
497,The Legend of Zelda: Tri Force Heroes,3DS,2015.0,Action,Nintendo,0.53,0.33,0.17,0.08,1.12,73.0,73.0,7.6,179.0,Nintendo,E,"Zelda,The Legend of Zelda,Tri Force Heroes,The Legend of Zelda: Tri Force Heroes"
498,ModNation Racers,PS3,2010.0,Racing,Sony Computer Entertainment,0.5,0.4,0.06,0.16,1.12,82.0,85.0,8.4,201.0,United Front Games,E,ModNation Racers
499,Rocksmith,PS3,2011.0,Misc,Ubisoft,0.53,0.36,0.09,0.15,1.12,80.0,27.0,8.3,52.0,Ubisoft,T,Rocksmith
500,Rocksmith,Xbox 360,2011.0,Misc,Ubisoft,0.84,0.19,0.01,0.08,1.12,77.0,30.0,8.2,62.0,Ubisoft,T,Rocksmith
501,Persona 4: Golden,Vita,2012.0,Role-Playing,Atlus,0.36,0.23,0.38,0.15,1.12,93.0,61.0,9.2,1228.0,Atlus,M,"Persona,Golden,Persona 4,Persona 4: Golden"
502,Crackdown 2,Xbox 360,2010.0,Shooter,Microsoft Game Studios,0.63,0.36,0.02,0.1,1.12,70.0,91.0,6,202.0,Ruffian Games,M,"Crackdown 2,Crackdown"
503,Dragon Age II,Xbox 360,2011.0,Action,Electronic Arts,0.72,0.29,0.01,0.09,1.11,79.0,75.0,4.5,2380.0,BioWare,M,"Dragon Age,Dragon Age II"
504,Fight Night Champion,PS3,2011.0,Fighting,Electronic Arts,0.45,0.49,0.0,0.18,1.11,84.0,52.0,7.3,95.0,EA Canada,M,Fight Night Champion
505,Pikmin 3,Wii U,2013.0,Strategy,Nintendo,0.44,0.32,0.29,0.07,1.11,87.0,79.0,8.7,664.0,Nintendo,E10+,"Pikmin 3,Pikmin"
506,WWE 2K14,Xbox 360,2013.0,Sports,Take-Two Interactive,0.64,0.37,0.0,0.1,1.11,75.0,43.0,7.7,100.0,Yuke's,T,"WWE 2K14,WWE"
507,Dragon Ball: XenoVerse,PS4,2015.0,Fighting,Namco Bandai Games,0.3,0.52,0.12,0.16,1.11,69.0,50.0,7.7,598.0,Dimps Corporation,T,"Dragon Ball: XenoVerse,Dragon Ball,XenoVerse,Dragonball"
508,Castlevania: Lords of Shadow,PS3,2010.0,Action,Konami Digital Entertainment,0.5,0.35,0.1,0.15,1.1,85.0,62.0,8,468.0,Mercury Steam,M,"Castlevania: Lords of Shadow,Lords of Shadow,Castlevania"
509,Plants vs. Zombies,DS,2011.0,Strategy,Mastertronic,0.9,0.12,0.0,0.08,1.1,81.0,23.0,7.4,29.0,TOSE,E10+,Plants vs. Zombies
510,Omerta: City of Gangsters,PS3,2011.0,Simulation,Konami Digital Entertainment,0.52,0.42,0.0,0.15,1.1,,,,,,,"City of Gangsters,Omerta,Omerta: City of Gangsters"
511,LEGO City Undercover,Wii U,2013.0,Platform,Nintendo,0.47,0.42,0.13,0.08,1.1,80.0,66.0,8.2,283.0,TT Games,E10+,LEGO City Undercover
512,NCAA Football 14,Xbox 360,2013.0,Sports,Electronic Arts,1.01,0.0,0.0,0.08,1.09,77.0,18.0,5.8,74.0,EA Tiburon,E,"NCAA Football 14,NCAA Football"
513,Project CARS,PS4,2015.0,Racing,Slightly Mad Studios,0.2,0.7,0.02,0.16,1.09,83.0,37.0,6.6,363.0,Slightly Mad Studios,E,Project CARS
514,Sonic Free Riders,Xbox 360,2010.0,Racing,Sega,0.74,0.25,0.0,0.09,1.09,47.0,52.0,2.1,98.0,Sega,E,"Sonic Free Riders,Sonic"
515,WWE SmackDown vs. Raw 2011,PS3,2010.0,Fighting,THQ,0.44,0.46,0.01,0.18,1.09,74.0,42.0,6.9,41.0,Yuke's,T,"WWE SmackDown vs. Raw,WWE SmackDown vs. Raw 2011,WWE"
516,LEGO Star Wars III: The Clone Wars,DS,2011.0,Action,LucasArts,0.61,0.38,0.0,0.1,1.09,66.0,8.0,tbd,,Traveller's Tales,E,"The Clone Wars,LEGO Star Wars III: The Clone Wars,LEGO Star Wars III,Star Wars"
517,NCAA Football 13,Xbox 360,2012.0,Action,Electronic Arts,1.02,0.0,0.0,0.07,1.09,76.0,20.0,5.5,65.0,EA Tiburon,E,"NCAA Football 13,NCAA Football"
518,Dante's Inferno,PS3,2010.0,Action,Electronic Arts,0.64,0.28,0.04,0.13,1.08,75.0,69.0,7.5,265.0,Visceral Games,M,Dante's Inferno
519,Toy Story 3: The Video Game,PS3,2010.0,Action,Disney Interactive Studios,0.51,0.4,0.0,0.16,1.08,,,,,,,"Toy Story 3: The Video Game,Toy Story 3,The Video Game"
520,Final Fantasy XIV: A Realm Reborn,PS3,2013.0,Role-Playing,Square Enix,0.37,0.3,0.28,0.13,1.08,,,,,,,"A Realm Reborn,Final Fantasy XIV,Final Fantasy XIV: A Realm Reborn,Final Fantasy"
521,Forza Horizon 3,Xbox One,2016.0,Racing,Microsoft Game Studios,0.42,0.58,0.0,0.08,1.08,91.0,90.0,7.4,594.0,Playground Games,E,"Forza Horizon,Forza Horizon 3"
522,Disney Infinity 2.0: Marvel Super Heroes,Xbox 360,2014.0,Action,Disney Interactive Studios,0.64,0.34,0.0,0.1,1.08,,,,,,,"Disney Infinity 2.0: Marvel Super Heroes,Marvel,Disney Infinity 2.0,Marvel Super Heroes"
523,Plants vs. Zombies: Garden Warfare,Xbox 360,2014.0,Shooter,Electronic Arts,0.51,0.47,0.0,0.09,1.08,69.0,6.0,7.3,121.0,PopCap,E10+,"Garden Warfare,Plants vs. Zombies: Garden Warfare,Plants vs. Zombies"
524,FIFA Soccer 11,Wii,2010.0,Sports,Electronic Arts,0.26,0.69,0.0,0.12,1.07,73.0,17.0,7.3,8.0,EA Sports,E,"FIFA Soccer,FIFA Soccer 11"
525,Marvel vs. Capcom 3: Fate of Two Worlds,Xbox 360,2011.0,Fighting,Capcom,0.79,0.18,0.03,0.07,1.07,,,,,,,"Marvel vs. Capcom 3: Fate of Two Worlds,Marvel,Marvel vs. Capcom 3,Fate of Two Worlds"
526,Red Dead Redemption: Undead Nightmare,Xbox 360,2010.0,Action,Take-Two Interactive,0.57,0.38,0.02,0.1,1.07,,,7.6,18.0,Rockstar San Diego,M,"Red Dead Redemption: Undead Nightmare,Red Dead Redemption,Red Dead,Undead Nightmare"
527,Lightning Returns: Final Fantasy XIII,PS3,2013.0,Role-Playing,Square Enix,0.31,0.2,0.45,0.11,1.07,66.0,62.0,5.9,552.0,Square Enix,T,"Lightning Returns: Final Fantasy XIII,Lightning Returns,Final Fantasy,Final Fantasy XIII"
528,Overwatch,Xbox One,2016.0,Shooter,Activision,0.63,0.33,0.0,0.1,1.06,91.0,18.0,5.6,668.0,Blizzard Entertainment,T,Overwatch
529,Aliens vs Predator,Xbox 360,2010.0,Shooter,Sega,0.55,0.4,0.0,0.11,1.06,64.0,64.0,7.3,247.0,Rebellion,M,Aliens vs Predator
530,Skylanders Giants,PS3,2012.0,Action,Activision,0.36,0.49,0.0,0.2,1.06,77.0,21.0,6.3,18.0,Toys for Bob,E10+,Skylanders Giants
531,Darksiders,Xbox 360,2010.0,Action,THQ,0.67,0.28,0.01,0.1,1.06,83.0,81.0,7.9,292.0,Vigil Games,M,Darksiders
532,LEGO Marvel Super Heroes,Xbox One,2013.0,Action,Warner Bros. Interactive Entertainment,0.61,0.35,0.0,0.09,1.06,,,6.8,73.0,TT Games,E10+,"Marvel,LEGO Marvel Super Heroes"
533,DiRT 3,PS3,2011.0,Racing,Codemasters,0.27,0.57,0.01,0.2,1.06,87.0,52.0,7.1,122.0,Codemasters,T,"DiRT,DiRT 3"
534,LEGO The Lord of the Rings,PS3,2012.0,Action,Warner Bros. Interactive Entertainment,0.37,0.49,0.0,0.19,1.05,82.0,16.0,8.3,85.0,TT Games,E10+,LEGO The Lord of the Rings
535,EA Sports UFC,PS4,2014.0,Sports,Electronic Arts,0.46,0.41,0.01,0.17,1.05,70.0,57.0,6.1,279.0,EA Sports,T,EA Sports UFC
536,Sleeping Dogs,PS3,2012.0,Action,Square Enix,0.31,0.49,0.05,0.19,1.04,83.0,40.0,7.7,645.0,United Front Games,M,Sleeping Dogs
537,Aliens vs Predator,PS3,2010.0,Shooter,Sega,0.41,0.46,0.0,0.18,1.04,65.0,57.0,7.3,168.0,Rebellion,M,Aliens vs Predator
538,Sonic & Sega All-Stars Racing,DS,2010.0,Racing,Sega,0.43,0.5,0.0,0.11,1.04,,,,,,,"Sonic & Sega All-Stars Racing,Sonic"
539,F1 2012,PS3,2012.0,Racing,Codemasters,0.12,0.63,0.05,0.23,1.03,81.0,23.0,7.5,54.0,Codemasters,E,"F1,F1 2012"
540,Brink,Xbox 360,2011.0,Shooter,Bethesda Softworks,0.59,0.35,0.01,0.09,1.03,68.0,85.0,5.8,404.0,Splash Damage,T,Brink
541,UFC Undisputed 3,PS3,2012.0,Action,THQ,0.55,0.32,0.03,0.13,1.03,86.0,30.0,7.4,92.0,Yuke's,T,"UFC Undisputed 3,UFC Undisputed"
542,LEGO Pirates of the Caribbean: The Video Game,Xbox 360,2011.0,Action,Disney Interactive Studios,0.54,0.39,0.0,0.09,1.03,73.0,54.0,7,31.0,Traveller's Tales,E10+,"LEGO Pirates of the Caribbean: The Video Game,LEGO Pirates of the Caribbean,The Video Game"
543,The Legend of Zelda: Twilight Princess HD,Wii U,2016.0,Action,Nintendo,0.56,0.3,0.08,0.09,1.03,86.0,74.0,8.4,329.0,"Tantalus Interactive, Tantatus, Nintendo",T,"The Legend of Zelda,Zelda,Twilight Princess HD,The Legend of Zelda: Twilight Princess HD"
544,ZhuZhu Pets,DS,2010.0,Simulation,Activision,0.67,0.26,0.0,0.09,1.02,,,tbd,,Black Lantern Studios,E,ZhuZhu Pets
545,NBA 2K17,Xbox One,2016.0,Sports,Take-Two Interactive,0.86,0.06,0.0,0.11,1.02,90.0,17.0,6.2,91.0,Visual Concepts,E,"NBA 2K17,NBA"
546,Disney Universe,Wii,2011.0,Action,Disney Interactive Studios,0.64,0.28,0.0,0.1,1.02,61.0,11.0,6,5.0,Eurocom Entertainment Software,E10+,Disney Universe
547,Dance on Broadway,Wii,2010.0,Misc,Ubisoft,0.25,0.65,0.0,0.12,1.02,48.0,6.0,3.3,4.0,Longtail Studios,E10+,Dance on Broadway
548,Bulletstorm,Xbox 360,2011.0,Shooter,Electronic Arts,0.61,0.32,0.01,0.08,1.02,84.0,83.0,7.6,439.0,"Epic Games, People Can Fly",M,Bulletstorm
549,Skylanders SWAP Force,PS3,2013.0,Platform,Activision,0.43,0.42,0.0,0.17,1.02,83.0,31.0,5.3,33.0,Vicarious Visions,E10+,Skylanders SWAP Force
550,Sonic Generations,3DS,2011.0,Platform,Sega,0.44,0.47,0.01,0.09,1.02,66.0,29.0,6.9,108.0,"Sega, Dimps Corporation",E,"Sonic Generations,Sonic"
551,Pokemon Conquest,DS,2012.0,Role-Playing,Nintendo,0.56,0.05,0.37,0.04,1.02,80.0,40.0,8.2,89.0,Koei,E,"Pokemon Conquest,Pokemon"
552,Need for Speed: Most Wanted,Vita,2012.0,Racing,Electronic Arts,0.33,0.45,0.01,0.22,1.01,,,,,,,"Need for Speed,Need for Speed: Most Wanted,Most Wanted"
553,Assassin's Creed: Rogue,Xbox 360,2014.0,Action,Ubisoft,0.58,0.34,0.0,0.09,1.01,72.0,32.0,7.3,318.0,Ubisoft,M,"Assassin's Creed,Rogue,Assassin's Creed: Rogue"
554,Rayman Legends,PS4,2014.0,Platform,Ubisoft,0.22,0.64,0.0,0.16,1.01,90.0,16.0,8.5,525.0,Ubisoft Montpellier,E10+,Rayman Legends
555,ZombiU,Wii U,2012.0,Action,Ubisoft,0.52,0.36,0.05,0.08,1.01,77.0,70.0,7.7,758.0,Ubisoft Montpellier,M,ZombiU
556,Pokken Tournament,Wii U,2016.0,Fighting,Namco Bandai Games,0.5,0.26,0.17,0.08,1.01,76.0,74.0,8,273.0,Bandai Namco Games,E10+,"Pokken,Pokken Tournament"
557,God of War: Ghost of Sparta,PSP,2010.0,Action,Sony Computer Entertainment,0.41,0.35,0.03,0.21,1.0,86.0,73.0,8.4,255.0,Ready at Dawn,M,"God of War: Ghost of Sparta,God of War,Ghost of Sparta"
558,Rayman Origins,PS3,2011.0,Platform,Ubisoft,0.33,0.49,0.01,0.17,1.0,87.0,43.0,8.4,238.0,UBlart Montpellier,E10+,Rayman Origins
559,Just Dance 2014,Xbox 360,2013.0,Misc,Ubisoft,0.72,0.17,0.0,0.1,0.99,79.0,16.0,7.8,33.0,Ubisoft,E10+,"Just Dance,Just Dance 2014"
560,NCAA Football 12,Xbox 360,2011.0,Sports,Electronic Arts,0.94,0.0,0.0,0.06,0.99,82.0,25.0,6.6,49.0,EA Sports,E,"NCAA Football 12,NCAA Football"
561,UFC Undisputed 3,Xbox 360,2012.0,Action,THQ,0.72,0.2,0.0,0.08,0.99,85.0,60.0,7.6,88.0,Yuke's,T,"UFC Undisputed 3,UFC Undisputed"
562,Kirby: Mass Attack,DS,2011.0,Platform,Nintendo,0.48,0.06,0.41,0.05,0.99,83.0,46.0,8.6,55.0,HAL Labs,E,"Kirby: Mass Attack,Mass Attack,Kirby"
563,Dark Souls,Xbox 360,2011.0,Role-Playing,Namco Bandai Games,0.64,0.27,0.0,0.09,0.99,89.0,66.0,8.4,1106.0,From Software,M,Dark Souls
564,Final Fantasy Type-0,PS4,2015.0,Role-Playing,Square Enix,0.37,0.32,0.15,0.14,0.98,,,,,,,"Final Fantasy,Final Fantasy Type-0"
565,Tales of Graces f,PS3,2010.0,Role-Playing,Namco Bandai Games,0.28,0.18,0.45,0.07,0.98,77.0,55.0,8.2,336.0,Namco Bandai Games,T,"Tales of Graces f,Tales of"
566,Dead Space 3,Xbox 360,2013.0,Action,Electronic Arts,0.64,0.26,0.0,0.08,0.98,78.0,68.0,6.4,694.0,Visceral Games,M,"Dead Space 3,Dead Space"
567,Rocksmith 2014,PS3,2013.0,Misc,Ubisoft,0.53,0.24,0.05,0.16,0.98,,,,,,,"Rocksmith 2014,Rocksmith"
568,Tom Clancy's Splinter Cell: Blacklist,Xbox 360,2013.0,Action,Ubisoft,0.57,0.32,0.01,0.08,0.98,82.0,58.0,7.5,383.0,Ubisoft Toronto,M,"Tom Clancy's,Tom Clancy's Splinter Cell,Tom Clancy's Splinter Cell: Blacklist,Blacklist"
